# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
8.138,64.56,-25.291,-8.784,26.987,8.785,70.904,0.019,70.904,0.015,9.416,0.148,28.61,-80.599,9.792,1.139,-0,10.863,0.008,334.036,11,0.001,0,202.36,143.647,1.707,0.082,503940.354,0,0.326,0.746,0.749,0.255,0.37,0.121,0.228,0.388,-0,0,0,0,0,0,0.004,34.4,9.294,-64.585,0.024,1.991,14.58,1005.678,340.135,0.012,0.12
8.151,64.249,-25.399,-8.783,27.087,8.785,71.019,0.019,71.019,0.015,9.414,0.159,28.61,-80.599,9.792,1.082,-0,14.789,0.006,334.036,11,0.001,0,202.411,143.647,1.708,0.082,505698.523,0,0.328,0.746,0.749,0.255,0.37,0.121,0.216,0.368,0,0,0,0,0,0.001,0.004,34.4,9.294,-64.743,0.024,1.987,14.582,1005.715,340.136,0.012,0.12
8.164,63.923,-25.511,-8.791,27.192,8.793,71.14,0.019,71.14,0.015,9.412,0.189,28.61,-80.599,9.792,0.947,-0,18.56,0.005,334.036,11,0.001,0,202.533,143.647,1.712,0.082,507641.085,0,0.331,0.746,0.748,0.255,0.37,0.121,0.189,0.322,0,0,0,0,0,0.001,0.004,34.4,9.294,-64.958,0.024,1.998,14.585,1005.753,340.137,0.013,0.12
8.178,63.55,-25.64,-8.805,27.311,8.808,71.277,0.019,71.277,0.015,9.409,0.236,28.61,-80.599,9.792,0.74,-0,22.143,0.012,334.036,11,0.001,0,202.721,143.647,1.717,0.083,509847.824,0,0.333,0.746,0.747,0.255,0.37,0.121,0.147,0.251,-0,0,0,0,0,0.002,0.004,34.4,9.294,-65.256,0.024,2.01,14.587,1005.797,340.139,0.015,0.12
8.197,63.071,-25.804,-8.83,27.464,8.835,71.452,0.019,71.452,0.015,9.403,0.311,28.61,-80.599,9.792,0.414,-0,25.28,0.02,334.036,11,0.001,0,203.021,143.647,1.726,0.083,512662.428,0,0.336,0.746,0.747,0.255,0.371,0.121,0.082,0.139,0,0,0,0,0,0.002,0.004,34.4,9.294,-65.7,0.024,2.025,14.59,1005.853,340.14,0.019,0.121
8.225,62.348,-26.051,-8.875,27.692,8.886,71.714,0.019,71.714,0.015,9.393,0.454,28.61,-80.599,9.792,0.191,-0,-26.076,0.039,334.036,11,0.001,0,203.228,143.647,1.732,0.084,517133.537,0,0.342,0.746,0.746,0.255,0.371,0.121,0.038,0.067,-0,0,0,0,0,-0.002,0.004,34.4,9.294,-66.43,0.024,2.081,14.595,1005.938,340.143,0.028,0.121
8.266,61.25,-26.423,-8.917,28.035,8.94,72.107,0.019,72.107,0.015,9.369,0.634,28.61,-80.599,9.792,0.893,-0,-18.009,0.021,334.036,11,0.001,0,202.584,143.647,1.713,0.085,523681.447,0,0.352,0.747,0.748,0.255,0.371,0.121,0.178,0.306,-0,0,0,0,0,-0.001,0.004,34.4,9.294,-67.389,0.024,2.147,14.602,1006.066,340.148,0.042,0.121
8.28,60.886,-26.546,-8.925,28.148,8.951,72.236,0.019,72.236,0.015,9.36,0.679,28.61,-80.599,9.792,1.06,-0,-13.941,0.01,334.036,11,0.001,0,202.433,143.647,1.709,0.085,525729.974,0,0.355,0.747,0.749,0.255,0.371,0.121,0.212,0.362,-0,0,0,0,0,-0.001,0.004,34.4,9.294,-67.611,0.024,2.155,14.604,1006.109,340.149,0.014,0.121
8.292,60.565,-26.654,-8.923,28.247,8.95,72.349,0.019,72.349,0.015,9.352,0.697,28.61,-80.599,9.792,1.117,-0,-9.805,0.006,334.036,11,0.001,0,202.383,143.647,1.707,0.085,527530.137,0,0.358,0.747,0.749,0.255,0.371,0.121,0.223,0.381,-0,0,0,0,0,-0,0.004,34.4,9.294,-67.754,0.024,2.162,14.606,1006.147,340.15,0.012,0.121
8.304,60.26,-26.755,-8.917,28.34,8.944,72.455,0.019,72.455,0.015,9.344,0.702,28.61,-80.599,9.792,1.123,-0,-5.76,0.01,334.036,11,0.001,0,202.377,143.647,1.707,0.086,529230.531,0,0.36,0.747,0.75,0.255,0.371,0.121,0.225,0.383,-0,0,0,0,0,-0,0.004,34.4,9.294,-67.843,0.024,2.168,14.608,1006.183,340.152,0.011,0.121
8.315,59.958,-26.856,-8.907,28.433,8.934,72.561,0.02,72.561,0.015,9.336,0.695,28.61,-80.599,9.792,1.084,-0,-1.803,0.007,334.036,11,0.001,0,202.412,143.647,1.708,0.086,530908.317,0,0.362,0.747,0.749,0.255,0.371,0.121,0.217,0.37,-0,0,0,0,0,-0,0.004,34.4,9.294,-67.885,0.025,2.174,14.61,1006.218,340.153,0.011,0.121
8.327,59.645,-26.959,-8.892,28.528,8.918,72.669,0.02,72.669,0.015,9.328,0.676,28.61,-80.599,9.792,1,-0,2.063,0.008,334.036,11,0.001,0,202.489,143.647,1.711,0.086,532634.512,0,0.364,0.747,0.749,0.255,0.371,0.121,0.199,0.341,0,0,0,0,0,0,0.004,34.4,9.294,-67.883,0.025,2.18,14.612,1006.255,340.154,0.012,0.121
8.339,59.307,-27.07,-8.872,28.63,8.895,72.786,0.02,72.786,0.015,9.32,0.644,28.61,-80.599,9.792,0.862,-0,5.807,0.008,334.036,11,0.001,0,202.613,143.647,1.714,0.086,534492.46,0,0.367,0.747,0.749,0.255,0.371,0.121,0.172,0.294,-0,0,0,0,0,0,0.004,34.4,9.294,-67.833,0.025,2.187,14.615,1006.294,340.155,0.012,0.122
8.354,58.916,-27.198,-8.841,28.748,8.86,72.92,0.02,72.92,0.015,9.311,0.587,28.61,-80.599,9.792,0.632,-0,9.349,0.005,334.036,11,0.001,0,202.823,143.647,1.72,0.087,536558.026,0,0.369,0.747,0.748,0.255,0.371,0.121,0.125,0.215,0,0,0,0,0,0,0.004,34.4,9.294,-67.723,0.025,2.183,14.617,1006.34,340.157,0.014,0.122
8.373,58.382,-27.37,-8.784,28.908,8.797,73.102,0.02,73.102,0.016,9.301,0.472,28.61,-80.599,9.792,0.183,-0,11.895,0.024,334.036,11,0.001,0,203.238,143.647,1.732,0.087,539029.438,0,0.372,0.747,0.747,0.255,0.372,0.121,0.036,0.062,-0,0,0,0,0,0,0.004,34.4,9.294,-67.51,0.025,2.131,14.621,1006.403,340.159,0.02,0.122
8.402,57.576,-27.627,-8.696,29.147,8.701,73.375,0.02,73.375,0.016,9.289,0.304,28.61,-80.599,9.792,0.476,-0,-10.182,-0.004,334.036,11,0.001,0,202.968,143.647,1.724,0.088,542816.102,0,0.378,0.747,0.748,0.255,0.372,0.121,0.094,0.163,-0,0,0,0,0,-0,0.004,34.4,9.294,-67.168,0.026,2.064,14.626,1006.497,340.162,0.029,0.122
8.427,56.899,-27.838,-8.644,29.345,8.647,73.601,0.02,73.601,0.016,9.283,0.227,28.61,-80.599,9.792,0.779,-0,-5.043,-0.012,334.036,11,0.001,0,202.69,143.647,1.716,0.088,546603.229,0,0.384,0.747,0.749,0.255,0.372,0.121,0.155,0.266,0,0,0,0,0,-0,0.004,34.4,9.294,-66.976,0.026,2.099,14.63,1006.577,340.165,0.024,0.122
8.442,56.478,-27.969,-8.62,29.468,8.622,73.741,0.02,73.741,0.016,9.28,0.198,28.61,-80.599,9.792,0.889,-0,-0.705,-0.003,334.036,11,0.001,0,202.591,143.647,1.713,0.089,548940.892,0,0.387,0.748,0.749,0.255,0.372,0.121,0.177,0.303,-0,0,0,0,0,-0,0.004,34.4,9.294,-66.933,0.026,2.121,14.633,1006.626,340.166,0.015,0.122
8.455,56.107,-28.082,-8.605,29.575,8.607,73.864,0.02,73.864,0.016,9.277,0.186,28.61,-80.599,9.792,0.936,-0,3.408,-0.002,334.036,11,0.001,0,202.548,143.647,1.712,0.089,550938.443,0,0.39,0.748,0.75,0.255,0.372,0.121,0.187,0.319,0,0,0,0,0,0,0.004,34.4,9.294,-66.951,0.026,2.133,14.635,1006.67,340.168,0.013,0.122
8.468,55.755,-28.19,-8.596,29.677,8.598,73.98,0.02,73.98,0.016,9.275,0.183,28.61,-80.599,9.792,0.946,-0,7.479,0.005,334.036,11,0.001,0,202.539,143.647,1.712,0.089,552757.142,0,0.393,0.748,0.75,0.255,0.372,0.121,0.189,0.323,0,0,0,0,0,0,0.004,34.4,9.294,-67.019,0.026,2.134,14.638,1006.711,340.169,0.013,0.122
8.48,55.409,-28.296,-8.593,29.776,8.595,74.094,0.02,74.094,0.016,9.273,0.193,28.61,-80.599,9.792,0.906,-0,11.425,-0.001,334.036,11,0.001,0,202.576,143.647,1.713,0.09,554543.21,0,0.395,0.748,0.75,0.255,0.372,0.121,0.181,0.309,0,0,0,0,0,0,0.004,34.4,9.294,-67.135,0.026,2.136,14.64,1006.751,340.171,0.012,0.122
8.493,55.048,-28.405,-8.596,29.879,8.599,74.212,0.02,74.212,0.016,9.27,0.218,28.61,-80.599,9.792,0.815,-0,15.243,-0.002,334.036,11,0.001,0,202.659,143.647,1.715,0.09,556395.138,0,0.398,0.748,0.749,0.255,0.372,0.121,0.162,0.278,0,0,0,0,0,0.001,0.004,34.4,9.294,-67.306,0.026,2.137,14.642,1006.794,340.172,0.013,0.123
8.507,54.645,-28.526,-8.608,29.994,8.612,74.343,0.02,74.343,0.016,9.267,0.267,28.61,-80.599,9.792,0.636,-0,18.901,-0,334.036,11,0.001,0,202.822,143.647,1.72,0.09,558543.396,0,0.4,0.748,0.749,0.255,0.372,0.121,0.126,0.216,-0,0,0,0,0,0.001,0.004,34.4,9.294,-67.548,0.026,2.152,14.645,1006.841,340.174,0.014,0.123
8.525,54.131,-28.682,-8.634,30.14,8.641,74.51,0.021,74.51,0.016,9.261,0.357,28.61,-80.599,9.792,0.318,-0,21.879,-0.003,334.036,11,0.001,0,203.116,143.647,1.729,0.091,561408.876,0,0.404,0.748,0.748,0.255,0.372,0.121,0.063,0.107,0,0,0,0,0,0.001,0.004,34.4,9.294,-67.919,0.025,2.191,14.648,1006.901,340.176,0.018,0.123
8.552,53.353,-28.915,-8.674,30.359,8.688,74.76,0.021,74.76,0.016,9.249,0.506,28.61,-80.599,9.792,0.198,-0,-22.266,0.023,334.036,11,0.001,0,203.228,143.647,1.732,0.091,565679.129,0,0.41,0.748,0.748,0.255,0.372,0.121,0.039,0.069,-0,0,0,0,0,-0.001,0.004,34.4,9.294,-68.528,0.025,2.246,14.653,1006.993,340.179,0.027,0.123
8.592,52.175,-29.267,-8.7,30.687,8.725,75.134,0.021,75.134,0.016,9.225,0.657,28.61,-80.599,9.792,0.695,0,-14.984,-0.004,334.036,11,0.001,0,202.77,143.647,1.719,0.092,571597.045,0,0.42,0.748,0.749,0.255,0.373,0.121,0.138,0.238,0,0,0,0,0,-0.001,0.004,34.4,9.294,-69.31,0.024,2.257,14.661,1007.131,340.183,0.041,0.123
8.607,51.74,-29.396,-8.703,30.807,8.731,75.27,0.021,75.27,0.016,9.215,0.697,28.61,-80.599,9.792,0.818,-0,-10.74,-0.001,334.036,11,0.001,0,202.659,143.647,1.715,0.093,573727.445,0,0.423,0.748,0.75,0.255,0.373,0.121,0.163,0.279,-0,0,0,0,0,-0,0.004,34.4,9.294,-69.501,0.024,2.256,14.664,1007.182,340.185,0.015,0.123
8.62,51.352,-29.511,-8.696,30.913,8.725,75.392,0.021,75.392,0.016,9.206,0.704,28.61,-80.599,9.792,0.833,-0,-6.678,0,334.036,11,0.001,0,202.645,143.647,1.715,0.093,575589.885,0,0.426,0.748,0.75,0.255,0.373,0.121,0.166,0.284,-0,0,0,0,0,-0,0.004,34.4,9.294,-69.616,0.024,2.251,14.666,1007.227,340.187,0.013,0.123
8.633,50.972,-29.623,-8.685,31.017,8.712,75.51,0.021,75.51,0.016,9.197,0.696,28.61,-80.599,9.792,0.797,-0,-2.736,0.002,334.036,11,0.001,0,202.678,143.647,1.716,0.093,577407.503,0,0.428,0.749,0.75,0.255,0.373,0.121,0.159,0.272,0,0,0,0,0,-0,0.004,34.4,9.294,-69.676,0.024,2.246,14.669,1007.272,340.188,0.013,0.123
8.647,50.575,-29.739,-8.667,31.126,8.693,75.633,0.021,75.633,0.016,9.188,0.671,28.61,-80.599,9.792,0.708,-0,1.089,-0.003,334.036,11,0.001,0,202.759,143.647,1.718,0.094,579300.224,0,0.431,0.749,0.75,0.255,0.373,0.121,0.141,0.242,-0,0,0,0,0,0,0.004,34.4,9.294,-69.686,0.024,2.241,14.671,1007.318,340.19,0.013,0.123
8.661,50.131,-29.868,-8.641,31.246,8.663,75.77,0.021,75.77,0.016,9.178,0.625,28.61,-80.599,9.792,0.549,-0,4.664,0.001,334.036,11,0.001,0,202.905,143.647,1.723,0.094,581384.207,0,0.434,0.749,0.749,0.255,0.373,0.121,0.109,0.187,-0,0,0,0,0,0,0.004,34.4,9.294,-69.642,0.024,2.231,14.674,1007.37,340.191,0.015,0.123
8.681,49.558,-30.033,-8.6,31.4,8.617,75.945,0.021,75.945,0.016,9.167,0.546,28.61,-80.599,9.792,0.281,-0,7.691,-0.007,334.036,11,0.001,0,203.152,143.647,1.73,0.094,584047.383,0,0.438,0.749,0.749,0.255,0.373,0.121,0.056,0.096,0,0,0,0,0,0,0.004,34.4,9.294,-69.52,0.024,2.217,14.678,1007.438,340.194,0.019,0.123
8.709,48.693,-30.278,-8.53,31.631,8.54,76.208,0.021,76.208,0.016,9.153,0.412,28.61,-80.599,9.792,0.165,-0,-8.169,-0.016,334.036,11,0.001,0,203.261,143.647,1.733,0.095,588040.48,0,0.444,0.749,0.749,0.255,0.373,0.121,0.032,0.056,0,0,0,0,0,-0,0.004,34.4,9.294,-69.278,0.025,2.196,14.683,1007.539,340.197,0.029,0.124
8.752,47.383,-30.643,-8.442,31.977,8.446,76.601,0.022,76.601,0.016,9.139,0.262,28.61,-80.599,9.792,0.65,-0,-0.262,0.012,334.036,11,0.001,0,202.815,143.647,1.72,0.096,594015.128,0,0.453,0.749,0.75,0.255,0.373,0.121,0.129,0.222,0,0,0,0,0,-0,0.004,34.4,9.294,-69.061,0.025,2.161,14.692,1007.693,340.202,0.043,0.124
8.767,46.938,-30.765,-8.416,32.093,8.419,76.734,0.022,76.734,0.016,9.136,0.222,28.61,-80.599,9.792,0.775,-0,3.863,-0.008,334.036,11,0.001,0,202.7,143.647,1.717,0.096,595996.899,0,0.457,0.749,0.751,0.255,0.373,0.121,0.154,0.265,0,0,0,0,0,0,0.004,34.4,9.294,-69.086,0.025,2.145,14.695,1007.745,340.204,0.014,0.124
8.78,46.541,-30.873,-8.405,32.196,8.407,76.851,0.022,76.851,0.016,9.133,0.215,28.61,-80.599,9.792,0.793,-0,7.95,-0.006,334.036,11,0.001,0,202.684,143.647,1.716,0.097,597757.695,0,0.46,0.749,0.751,0.255,0.373,0.121,0.158,0.271,0,0,0,0,0,0,0.004,34.4,9.294,-69.162,0.026,2.131,14.697,1007.792,340.206,0.013,0.124
8.792,46.154,-30.979,-8.401,32.296,8.404,76.966,0.022,76.966,0.016,9.13,0.225,28.61,-80.599,9.792,0.759,-0,11.887,-0.014,334.036,11,0.001,0,202.716,143.647,1.717,0.097,599468.479,0,0.462,0.749,0.751,0.255,0.373,0.121,0.151,0.259,0,0,0,0,0,0,0.004,34.4,9.294,-69.287,0.026,2.117,14.7,1007.837,340.207,0.013,0.124
8.805,45.75,-31.088,-8.403,32.4,8.407,77.085,0.022,77.085,0.016,9.127,0.25,28.61,-80.599,9.792,0.678,-0,15.684,-0.012,334.036,11,0.001,0,202.79,143.647,1.719,0.097,601228.27,0,0.465,0.749,0.75,0.255,0.373,0.121,0.135,0.23,-0,0,0,0,0,0.001,0.004,34.4,9.294,-69.467,0.027,2.099,14.703,1007.884,340.209,0.013,0.124
8.82,45.297,-31.21,-8.411,32.516,8.416,77.217,0.022,77.217,0.016,9.123,0.293,28.61,-80.599,9.792,0.542,-0,19.314,-0.026,334.036,11,0.001,0,202.914,143.647,1.723,0.097,603157.265,0,0.467,0.749,0.75,0.255,0.374,0.121,0.107,0.184,0,0,0,0,0,0.001,0.004,34.4,9.294,-69.723,0.027,2.073,14.706,1007.937,340.21,0.015,0.124
8.838,44.731,-31.362,-8.428,32.661,8.436,77.382,0.022,77.382,0.016,9.117,0.367,28.61,-80.599,9.792,0.312,-0,22.474,-0.052,334.036,11,0.001,0,203.126,143.647,1.729,0.098,605558.066,0,0.471,0.749,0.75,0.255,0.374,0.121,0.062,0.106,0,0,0,0,0,0.001,0.004,34.4,9.294,-70.104,0.028,2.041,14.709,1008.004,340.213,0.018,0.124
8.865,43.877,-31.592,-8.471,32.878,8.489,77.629,0.022,77.629,0.016,9.105,0.545,28.61,-80.599,9.792,0.218,-0,-23.45,-0.053,334.036,11,0.001,0,203.214,143.647,1.732,0.098,609650.835,0,0.477,0.75,0.75,0.255,0.374,0.121,0.043,0.076,-0,0,0,0,0,-0.001,0.004,34.4,9.294,-70.74,0.029,2.074,14.715,1008.104,340.216,0.027,0.124
8.906,42.585,-31.937,-8.513,33.202,8.549,77.999,0.022,77.999,0.017,9.077,0.781,28.61,-80.599,9.792,0.869,0,-11.943,-0.033,334.036,11,0.001,0,202.618,143.647,1.714,0.1,616157.975,0,0.489,0.75,0.752,0.255,0.374,0.121,0.173,0.297,-0,0,0,0,0,-0,0.004,34.4,9.294,-71.504,0.029,2.187,14.723,1008.255,340.221,0.041,0.125
8.916,42.265,-32.023,-8.513,33.282,8.551,78.09,0.023,78.09,0.017,9.069,0.804,28.61,-80.599,9.792,0.931,-0,-8.305,-0.013,334.036,11,0.001,0,202.562,143.647,1.713,0.1,617427.246,0,0.491,0.75,0.752,0.255,0.374,0.121,0.186,0.317,-0,0,0,0,0,-0,0.004,34.4,9.294,-71.607,0.029,2.16,14.725,1008.293,340.222,0.01,0.125
8.926,41.944,-32.108,-8.502,33.362,8.539,78.181,0.023,78.181,0.017,9.061,0.791,28.61,-80.599,9.792,0.891,-0,-4.363,-0.02,334.036,11,0.001,0,202.598,143.647,1.714,0.1,618695.051,0,0.493,0.75,0.752,0.255,0.374,0.121,0.178,0.304,-0,0,0,0,0,-0,0.004,34.4,9.294,-71.67,0.028,2.133,14.727,1008.331,340.224,0.01,0.125
8.936,41.609,-32.196,-8.487,33.445,8.521,78.275,0.023,78.275,0.017,9.053,0.763,28.61,-80.599,9.792,0.81,-0,-0.522,-0.016,334.036,11,0.001,0,202.672,143.647,1.716,0.1,620015.863,0,0.495,0.75,0.751,0.255,0.374,0.121,0.161,0.277,0,0,0,0,0,-0,0.004,34.4,9.294,-71.695,0.028,2.105,14.73,1008.37,340.225,0.01,0.125
8.947,41.242,-32.293,-8.465,33.536,8.496,78.378,0.023,78.378,0.017,9.045,0.717,28.61,-80.599,9.792,0.679,-0,3.175,-0.014,334.036,11,0.001,0,202.791,143.647,1.719,0.1,621462.243,0,0.497,0.75,0.751,0.255,0.374,0.121,0.135,0.232,-0,0,0,0,0,0,0.004,34.4,9.294,-71.679,0.027,2.075,14.732,1008.413,340.226,0.011,0.125
8.961,40.803,-32.408,-8.447,33.643,8.476,78.501,0.023,78.501,0.017,9.035,0.694,28.61,-80.599,9.792,0.602,-0,6.879,-0.023,334.036,11,0.001,0,202.863,143.647,1.721,0.101,623657.244,0,0.5,0.75,0.751,0.255,0.374,0.121,0.119,0.206,0,0,0,0,0,0,0.004,34.4,9.294,-71.61,0.027,2.118,14.735,1008.464,340.228,0.014,0.125
8.976,40.31,-32.536,-8.424,33.764,8.45,78.638,0.023,78.638,0.017,9.025,0.661,28.61,-80.599,9.792,0.492,-0,10.585,-0.024,334.036,11,0.001,0,202.964,143.647,1.724,0.101,626237.708,0,0.504,0.75,0.751,0.255,0.374,0.121,0.097,0.168,0,0,0,0,0,0,0.004,34.4,9.294,-71.476,0.026,2.188,14.738,1008.522,340.23,0.015,0.125
8.995,39.707,-32.691,-8.388,33.911,8.409,78.805,0.023,78.805,0.017,9.013,0.598,28.61,-80.599,9.792,0.295,-0,13.828,-0.057,334.036,11,0.001,0,203.145,143.647,1.73,0.102,629376.841,0,0.509,0.75,0.75,0.255,0.374,0.121,0.058,0.101,0,0,0,0,0,0,0.004,34.4,9.294,-71.247,0.024,2.273,14.742,1008.593,340.232,0.018,0.125
9.022,38.797,-32.923,-8.301,34.13,8.311,79.055,0.023,79.055,0.017,8.999,0.402,28.61,-80.599,9.792,0.26,-0,-14.134,-0.058,334.036,11,0.001,0,203.179,143.647,1.731,0.102,633265.669,0,0.515,0.75,0.751,0.255,0.374,0.121,0.051,0.089,0,0,0,0,0,-0,0.004,34.4,9.294,-70.841,0.023,2.264,14.748,1008.7,340.236,0.028,0.125
9.055,37.727,-33.19,-8.201,34.386,8.203,79.346,0.023,79.346,0.017,8.99,0.193,28.61,-80.599,9.792,0.832,-0,-5.567,-0.028,334.036,11,0.001,0,202.655,143.647,1.715,0.103,637516.815,0,0.523,0.751,0.752,0.255,0.375,0.121,0.166,0.284,-0,0,0,0,0,-0,0.004,34.4,9.294,-70.499,0.024,2.204,14.755,1008.825,340.24,0.032,0.125
9.065,37.39,-33.273,-8.17,34.465,8.171,79.437,0.023,79.437,0.017,8.988,0.129,28.61,-80.599,9.792,0.999,-0,-1.22,-0.023,334.036,11,0.001,0,202.503,143.647,1.711,0.103,638739.747,0,0.526,0.751,0.753,0.255,0.375,0.121,0.199,0.341,0,0,0,0,0,-0,0.004,34.4,9.294,-70.464,0.025,2.168,14.757,1008.865,340.242,0.01,0.126
9.074,37.1,-33.344,-8.152,34.534,8.153,79.515,0.023,79.515,0.017,8.987,0.098,28.61,-80.599,9.792,1.079,-0,2.958,-0.022,334.036,11,0.001,0,202.431,143.647,1.709,0.103,639792.468,0,0.528,0.751,0.753,0.255,0.375,0.121,0.216,0.369,-0,0,0,0,0,0,0.004,34.4,9.294,-70.472,0.026,2.136,14.759,1008.899,340.243,0.009,0.126
9.082,36.832,-33.409,-8.141,34.597,8.142,79.587,0.023,79.587,0.017,8.987,0.081,28.61,-80.599,9.792,1.119,-0,7.051,-0.027,334.036,11,0.001,0,202.395,143.647,1.708,0.103,640763.648,0,0.53,0.751,0.753,0.255,0.375,0.121,0.224,0.382,0,0,0,0,0,0,0.004,34.4,9.294,-70.512,0.026,2.107,14.761,1008.93,340.244,0.008,0.126
9.089,36.574,-33.472,-8.135,34.657,8.136,79.657,0.023,79.657,0.017,8.986,0.076,28.61,-80.599,9.792,1.125,-0,11.069,-0.027,334.036,11,0.001,0,202.39,143.647,1.708,0.104,641698.174,0,0.531,0.751,0.754,0.255,0.375,0.121,0.225,0.384,-0,0,0,0,0,0,0.004,34.4,9.294,-70.582,0.027,2.079,14.762,1008.961,340.245,0.008,0.126
9.097,36.317,-33.534,-8.134,34.717,8.134,79.725,0.023,79.725,0.017,8.985,0.084,28.61,-80.599,9.792,1.101,-0,15.037,-0.03,334.036,11,0.001,0,202.412,143.647,1.708,0.104,642625.873,0,0.533,0.751,0.753,0.255,0.375,0.121,0.22,0.375,0,0,0,0,0,0.001,0.004,34.4,9.294,-70.682,0.027,2.051,14.764,1008.991,340.246,0.008,0.126
9.105,36.054,-33.598,-8.14,34.778,8.14,79.796,0.024,79.796,0.017,8.985,0.109,28.61,-80.599,9.792,1.029,-0,18.945,-0.036,334.036,11,0.001,0,202.477,143.647,1.71,0.104,643634.22,0,0.534,0.751,0.753,0.255,0.375,0.121,0.205,0.35,-0,0,0,0,0,0.001,0.004,34.4,9.294,-70.816,0.028,2.033,14.766,1009.021,340.247,0.008,0.126
9.113,35.773,-33.666,-8.151,34.844,8.153,79.871,0.024,79.871,0.017,8.984,0.153,28.61,-80.599,9.792,0.909,-0,22.714,-0.044,334.036,11,0.001,0,202.585,143.647,1.713,0.104,644749.784,0,0.536,0.751,0.753,0.255,0.375,0.121,0.181,0.31,-0,0,0,0,0,0.001,0.005,34.4,9.294,-70.99,0.029,2.021,14.767,1009.054,340.248,0.008,0.126
9.123,35.456,-33.743,-8.169,34.918,8.172,79.955,0.024,79.955,0.017,8.982,0.216,28.61,-80.599,9.792,0.74,-0,26.35,-0.054,334.036,11,0.001,0,202.739,143.647,1.718,0.104,646007.138,0,0.537,0.751,0.752,0.255,0.375,0.121,0.147,0.251,-0,0,0,0,0,0.002,0.005,34.4,9.294,-71.222,0.03,2.007,14.77,1009.092,340.249,0.009,0.126
9.134,35.064,-33.838,-8.195,35.009,8.201,80.06,0.024,80.06,0.017,8.979,0.308,28.61,-80.599,9.792,0.493,-0,29.696,-0.082,334.036,11,0.001,0,202.966,143.647,1.724,0.105,647555.959,0,0.539,0.751,0.751,0.255,0.375,0.121,0.098,0.166,-0,0,0,0,0,0.002,0.005,34.4,9.294,-71.548,0.031,1.99,14.772,1009.138,340.251,0.012,0.126
9.152,34.474,-33.981,-8.237,35.145,8.25,80.216,0.024,80.216,0.017,8.972,0.466,28.61,-80.599,9.792,0.074,-0,31.942,-0.562,334.036,11,0.001,0,203.355,143.647,1.736,0.105,649882.453,0,0.543,0.751,0.751,0.255,0.375,0.121,0.014,0.023,0,0,0,0,0,0.002,0.005,34.4,9.294,-72.09,0.032,1.965,14.776,1009.207,340.253,0.017,0.126
9.178,33.585,-34.196,-8.291,35.35,8.321,80.45,0.024,80.45,0.017,8.957,0.706,28.61,-80.599,9.792,0.546,-0,-28.623,-0.079,334.036,11,0.001,0,202.918,143.647,1.723,0.105,653407.747,0,0.549,0.751,0.752,0.255,0.375,0.121,0.108,0.188,0,0,0,0,0,-0.002,0.005,34.4,9.294,-72.899,0.033,1.934,14.782,1009.311,340.257,0.026,0.126
9.192,33.085,-34.317,-8.313,35.464,8.354,80.58,0.024,80.58,0.017,8.945,0.826,28.61,-80.599,9.792,0.844,-0,-23.732,-0.043,334.036,11,0.001,0,202.646,143.647,1.715,0.106,655376.72,0,0.553,0.751,0.753,0.255,0.375,0.121,0.168,0.289,0,0,0,0,0,-0.001,0.005,34.4,9.294,-73.283,0.032,1.916,14.785,1009.37,340.259,0.015,0.127
9.202,32.751,-34.398,-8.322,35.54,8.369,80.667,0.024,80.667,0.017,8.937,0.89,28.61,-80.599,9.792,0.997,-0,-19.363,-0.041,334.036,11,0.001,0,202.508,143.647,1.711,0.106,656723.86,0,0.556,0.751,0.753,0.255,0.375,0.121,0.199,0.342,0,0,0,0,0,-0.001,0.005,34.4,9.294,-73.493,0.031,1.911,14.787,1009.409,340.26,0.01,0.127
9.21,32.468,-34.467,-8.328,35.605,8.381,80.741,0.024,80.741,0.017,8.93,0.944,28.61,-80.599,9.792,1.12,-0,-15.087,-0.031,334.036,11,0.001,0,202.397,143.647,1.708,0.106,657977.229,0,0.559,0.751,0.754,0.255,0.375,0.121,0.224,0.383,0,0,0,0,0,-0,0.005,34.4,9.294,-73.635,0.031,1.928,14.789,1009.442,340.261,0.008,0.127
