# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.721,14.743,39.324,41.122,39.388,41.15,0.394,0,0.394,0.008,2.249,1.531,28.61,-80.6,9.792,2.018,0,-17.027,-0,498.979,61.98,0.01,0,344.015,238.066,1.698,0.116,1232862.032,26.697,1.299,0.439,0.444,0.186,0.131,0.122,0.329,0.559,-0,0,0,0,0,-0.001,0.005,62.4,30.582,86.104,-0.004,1.824,14.904,1011.521,340.331,0.007,0.018
0.728,15.007,39.599,41.108,39.663,41.13,0.409,0,0.409,0.008,2.259,1.333,28.61,-80.6,9.792,2.097,0,-12.916,0,498.835,61.835,0.01,0,343.888,238.007,1.697,0.117,1241410.545,26.698,1.318,0.439,0.445,0.186,0.131,0.122,0.342,0.582,-0,0,0,0,0,-0.001,0.005,62.4,30.582,86.204,-0.004,1.828,14.902,1011.49,340.33,0.007,0.018
0.734,15.259,39.86,41.093,39.924,41.111,0.423,0,0.423,0.008,2.267,1.195,28.61,-80.6,9.792,2.144,0,-8.836,-0.004,498.698,61.699,0.01,0,343.813,237.951,1.697,0.118,1249514.355,26.698,1.337,0.439,0.445,0.186,0.131,0.122,0.35,0.595,0,0,0,0,0,-0,0.005,62.4,30.582,86.273,-0.005,1.832,14.901,1011.46,340.329,0.006,0.018
0.74,15.504,40.111,41.077,40.176,41.092,0.437,0,0.437,0.008,2.274,1.109,28.61,-80.6,9.792,2.164,0,-4.789,-0,498.566,61.567,0.01,0,343.783,237.898,1.697,0.118,1257324.201,26.699,1.354,0.439,0.445,0.186,0.131,0.122,0.354,0.601,-0,0,0,0,0,-0,0.005,62.4,30.582,86.315,-0.005,1.836,14.899,1011.432,340.328,0.006,0.019
0.746,15.744,40.357,41.06,40.421,41.074,0.451,0,0.451,0.008,2.28,1.071,28.61,-80.6,9.792,2.16,0,-0.765,-0.001,498.437,61.438,0.01,0,343.793,237.845,1.698,0.119,1264951.562,26.699,1.37,0.439,0.445,0.186,0.131,0.122,0.353,0.6,-0,0,0,0,0,-0,0.005,62.4,30.582,86.332,-0.005,1.839,14.898,1011.403,340.327,0.006,0.019
0.752,15.984,40.6,41.041,40.664,41.055,0.464,0,0.464,0.008,2.287,1.083,28.61,-80.6,9.792,2.128,0,3.239,-0,498.31,61.31,0.01,0,343.847,237.793,1.7,0.12,1272487.857,26.7,1.387,0.439,0.445,0.186,0.132,0.122,0.348,0.591,0,0,0,0,0,0,0.005,62.4,30.582,86.324,-0.005,1.84,14.896,1011.375,340.326,0.006,0.019
0.758,16.225,40.843,41.02,40.907,41.036,0.478,0,0.478,0.007,2.293,1.147,28.61,-80.6,9.792,2.068,0,7.202,-0.003,498.182,61.182,0.01,0,343.949,237.74,1.702,0.121,1280019.083,26.7,1.402,0.44,0.445,0.186,0.132,0.122,0.337,0.574,-0,0,0,0,0,0,0.005,62.4,30.582,86.293,-0.004,1.837,14.895,1011.347,340.325,0.006,0.019
0.764,16.472,41.09,40.997,41.155,41.017,0.492,0,0.492,0.007,2.3,1.26,28.61,-80.6,9.792,1.983,0,11.152,-0.001,498.052,61.052,0.01,0,344.09,237.687,1.705,0.121,1287675.797,26.701,1.418,0.44,0.445,0.186,0.132,0.122,0.323,0.551,0,0,0,0,0,0,0.005,62.4,30.582,86.238,-0.004,1.834,14.893,1011.318,340.324,0.006,0.02
0.77,16.728,41.344,40.972,41.409,40.997,0.506,0,0.506,0.007,2.309,1.425,28.61,-80.6,9.792,1.873,0,15.066,0.002,497.918,60.919,0.01,0,344.274,237.632,1.709,0.122,1295555.461,26.701,1.434,0.44,0.444,0.186,0.132,0.122,0.305,0.52,-0,0,0,0,0,0.001,0.005,62.4,30.582,86.156,-0.004,1.83,14.891,1011.288,340.323,0.006,0.02
0.777,16.997,41.61,40.942,41.675,40.976,0.521,0,0.521,0.007,2.319,1.647,28.61,-80.6,9.792,1.735,0,18.944,-0.001,497.778,60.779,0.01,0,344.505,237.575,1.714,0.123,1303791.501,26.702,1.45,0.44,0.444,0.186,0.132,0.122,0.282,0.482,-0,0,0,0,0,0.001,0.005,62.4,30.582,86.046,-0.003,1.827,14.89,1011.257,340.322,0.006,0.02
0.784,17.286,41.893,40.907,41.958,40.953,0.537,0,0.537,0.007,2.331,1.938,28.61,-80.6,9.792,1.564,0,22.775,0.001,497.629,60.63,0.01,0,344.794,237.514,1.719,0.124,1312574.212,26.702,1.468,0.44,0.443,0.186,0.132,0.122,0.253,0.433,-0,0,0,0,0,0.002,0.005,62.4,30.582,85.901,-0.003,1.823,14.888,1011.223,340.321,0.007,0.02
0.791,17.605,42.203,40.864,42.269,40.929,0.555,0,0.555,0.007,2.347,2.314,28.61,-80.6,9.792,1.352,0,26.539,0.006,497.466,60.466,0.01,0,345.154,237.446,1.726,0.125,1322200.001,26.703,1.487,0.44,0.442,0.186,0.132,0.122,0.218,0.374,0,0,0,0,0,0.002,0.005,62.4,30.582,85.714,-0.002,1.819,14.886,1011.185,340.32,0.008,0.021
0.8,17.972,42.557,40.807,42.623,40.903,0.575,0,0.575,0.007,2.369,2.807,28.61,-80.6,9.792,1.083,0,30.165,0.002,497.279,60.28,0.01,0,345.615,237.37,1.735,0.126,1333185.859,26.704,1.51,0.44,0.441,0.186,0.132,0.122,0.174,0.299,0,0,0,0,0,0.003,0.005,62.4,30.582,85.468,-0.001,1.814,14.883,1011.142,340.318,0.009,0.021
0.811,18.427,42.991,40.724,43.058,40.874,0.601,0,0.601,0.007,2.403,3.505,28.61,-80.6,9.792,0.708,-0,33.501,-0.002,497.049,60.05,0.01,0,346.264,237.275,1.747,0.127,1346655.073,26.704,1.538,0.44,0.441,0.186,0.132,0.122,0.113,0.193,0,0,0,0,0,0.003,0.006,62.4,30.582,85.128,-0,1.797,14.88,1011.089,340.316,0.011,0.021
0.827,19.119,43.64,40.573,43.71,40.837,0.639,0,0.639,0.007,2.468,4.639,28.61,-80.6,9.792,0.121,-0,35.794,0.005,496.705,59.706,0.01,0,347.299,237.134,1.765,0.129,1366844.24,26.705,1.582,0.44,0.44,0.186,0.132,0.122,0.019,0.03,0,0,0,0,0,0.004,0.006,62.4,30.582,84.57,0.002,1.771,14.876,1011.008,340.314,0.016,0.022
0.851,20.176,44.609,40.3,44.684,40.795,0.7,0,0.7,0.007,2.6,6.336,28.61,-80.6,9.792,0.705,-0,-32.828,0.021,496.189,59.189,0.01,0,346.288,236.921,1.753,0.132,1397070.227,26.707,1.657,0.44,0.441,0.186,0.132,0.122,0.112,0.2,-0,0,0,0,0,-0.003,0.006,62.4,30.582,83.732,0.004,1.732,14.869,1010.884,340.309,0.024,0.022
0.865,20.808,45.175,40.127,45.255,40.777,0.737,0,0.737,0.006,2.696,7.252,28.61,-80.6,9.792,1.115,0,-27.679,0.002,495.885,58.886,0.01,0,345.589,236.795,1.743,0.133,1414805.382,26.708,1.703,0.441,0.442,0.186,0.132,0.122,0.179,0.314,-0,0,0,0,0,-0.002,0.006,62.4,30.582,83.304,0.006,1.715,14.865,1010.81,340.307,0.014,0.022
0.874,21.212,45.532,40.024,45.616,40.764,0.762,0,0.762,0.006,2.763,7.731,28.61,-80.6,9.792,1.318,0,-23.254,-0.001,495.693,58.694,0.01,0,345.25,236.716,1.739,0.134,1426008.085,26.709,1.733,0.441,0.443,0.186,0.132,0.122,0.212,0.371,0,0,0,0,0,-0.001,0.006,62.4,30.582,83.077,0.006,1.705,14.862,1010.762,340.305,0.009,0.022
0.881,21.551,45.829,39.946,45.916,40.751,0.782,0,0.782,0.006,2.822,8.059,28.61,-80.6,9.792,1.449,0,-19.014,-0.001,495.533,58.534,0.01,0,345.032,236.649,1.737,0.135,1435340.3,26.71,1.758,0.441,0.443,0.186,0.132,0.122,0.234,0.408,-0,0,0,0,0,-0.001,0.006,62.4,30.582,82.92,0.006,1.697,14.86,1010.722,340.304,0.007,0.023
0.888,21.858,46.095,39.884,46.185,40.737,0.801,0,0.801,0.006,2.876,8.293,28.61,-80.6,9.792,1.537,0,-14.858,0.004,495.389,58.39,0.01,0,344.888,236.59,1.736,0.136,1443712.694,26.71,1.78,0.441,0.444,0.186,0.132,0.122,0.249,0.432,0,0,0,0,0,-0.001,0.006,62.4,30.582,82.807,0.007,1.689,14.858,1010.686,340.303,0.007,0.023
0.894,22.145,46.343,39.833,46.435,40.721,0.819,0,0.819,0.006,2.928,8.455,28.61,-80.6,9.792,1.592,0,-10.758,0,495.255,58.256,0.01,0,344.799,236.534,1.735,0.137,1451498.106,26.711,1.801,0.441,0.444,0.186,0.132,0.122,0.258,0.448,0,0,0,0,0,-0,0.006,62.4,30.582,82.727,0.007,1.682,14.856,1010.653,340.302,0.006,0.023
0.9,22.421,46.579,39.793,46.675,40.703,0.837,0,0.837,0.006,2.979,8.556,28.61,-80.6,9.792,1.619,0,-6.691,0.003,495.127,58.128,0.01,0,344.757,236.481,1.735,0.138,1458938.194,26.711,1.82,0.441,0.444,0.186,0.133,0.122,0.262,0.456,-0,0,0,0,0,-0,0.006,62.4,30.582,82.675,0.007,1.675,14.854,1010.62,340.301,0.006,0.024
0.906,22.69,46.809,39.764,46.907,40.682,0.854,0,0.854,0.006,3.028,8.591,28.61,-80.6,9.792,1.614,0,-2.675,0.004,495.003,58.003,0.01,0,344.768,236.43,1.736,0.138,1466179.366,26.712,1.838,0.441,0.444,0.186,0.133,0.122,0.261,0.454,0,0,0,0,0,-0,0.006,62.4,30.582,82.648,0.007,1.675,14.853,1010.589,340.3,0.006,0.024
0.911,22.959,47.037,39.743,47.137,40.658,0.872,0,0.872,0.006,3.078,8.574,28.61,-80.6,9.792,1.585,0,1.32,0.001,494.879,57.88,0.01,0,344.818,236.378,1.738,0.139,1473369.766,26.712,1.856,0.441,0.444,0.186,0.133,0.123,0.257,0.446,-0,0,0,0,0,0,0.006,62.4,30.582,82.644,0.007,1.676,14.851,1010.557,340.298,0.006,0.024
0.917,23.231,47.266,39.731,47.369,40.631,0.89,0,0.89,0.006,3.127,8.505,28.61,-80.6,9.792,1.535,0,5.276,0.008,494.755,57.755,0.01,0,344.906,236.327,1.74,0.14,1480595.829,26.713,1.874,0.441,0.444,0.186,0.133,0.123,0.248,0.432,-0,0,0,0,0,0,0.006,62.4,30.582,82.663,0.007,1.676,14.849,1010.525,340.297,0.006,0.024
0.923,23.511,47.5,39.725,47.606,40.6,0.908,0,0.908,0.006,3.177,8.382,28.61,-80.6,9.792,1.46,0,9.209,0.003,494.628,57.628,0.01,0,345.034,236.274,1.743,0.14,1487990.672,26.713,1.892,0.441,0.444,0.186,0.133,0.123,0.236,0.411,-0,0,0,0,0,0,0.006,62.4,30.582,82.706,0.008,1.676,14.847,1010.493,340.296,0.006,0.025
0.929,23.802,47.744,39.728,47.853,40.565,0.928,0,0.928,0.006,3.228,8.199,28.61,-80.6,9.792,1.361,0,13.097,0.005,494.496,57.496,0.01,0,345.204,236.219,1.747,0.141,1495668.702,26.714,1.91,0.441,0.444,0.186,0.133,0.123,0.22,0.383,0,0,0,0,0,0,0.006,62.4,30.582,82.775,0.008,1.677,14.845,1010.458,340.295,0.006,0.025
0.936,24.114,48.003,39.739,48.114,40.526,0.949,0,0.949,0.006,3.28,7.946,28.61,-80.6,9.792,1.231,0,16.936,0.01,494.355,57.356,0.01,0,345.426,236.161,1.751,0.142,1503828.136,26.714,1.929,0.441,0.443,0.186,0.133,0.123,0.198,0.347,-0,0,0,0,0,0.001,0.006,62.4,30.582,82.873,0.008,1.677,14.843,1010.422,340.294,0.007,0.025
0.943,24.457,48.286,39.758,48.401,40.48,0.973,0,0.973,0.006,3.336,7.608,28.61,-80.6,9.792,1.066,0,20.695,0.011,494.202,57.202,0.01,0,345.711,236.097,1.757,0.143,1512743.347,26.715,1.951,0.441,0.443,0.186,0.133,0.123,0.171,0.3,-0,0,0,0,0,0.001,0.006,62.4,30.582,83.007,0.008,1.677,14.841,1010.382,340.293,0.007,0.025
0.951,24.851,48.609,39.787,48.727,40.425,1,0,1,0.006,3.396,7.153,28.61,-80.6,9.792,0.852,0,24.32,0.013,494.026,57.027,0.01,0,346.083,236.024,1.764,0.144,1522911.68,26.715,1.975,0.441,0.442,0.186,0.133,0.123,0.136,0.239,-0,0,0,0,0,0.001,0.006,62.4,30.582,83.191,0.008,1.678,14.838,1010.335,340.291,0.008,0.026
0.961,25.342,49.01,39.828,49.132,40.357,1.035,0,1.035,0.006,3.464,6.515,28.61,-80.6,9.792,0.561,-0,27.672,0.018,493.809,56.81,0.01,0,346.591,235.933,1.773,0.145,1535487.686,26.716,2.006,0.442,0.442,0.186,0.133,0.123,0.089,0.156,-0,0,0,0,0,0.002,0.006,62.4,30.582,83.454,0.008,1.675,14.835,1010.278,340.289,0.01,0.026
0.976,26.085,49.61,39.885,49.737,40.257,1.087,0,1.087,0.006,3.555,5.463,28.61,-80.6,9.792,0.1,-0,29.985,0.114,493.485,56.485,0.01,0,347.41,235.798,1.789,0.147,1554273.197,26.717,2.054,0.442,0.442,0.186,0.133,0.123,0.016,0.026,-0,0,0,0,0,0.002,0.006,62.4,30.582,83.892,0.008,1.67,14.83,1010.191,340.286,0.015,0.026
0.999,27.215,50.511,39.934,50.643,40.122,1.169,0,1.169,0.006,3.659,3.887,28.61,-80.6,9.792,0.552,-0,-27.11,0.029,492.998,55.998,0.01,0,346.627,235.595,1.779,0.149,1582387.717,26.718,2.132,0.442,0.442,0.186,0.133,0.123,0.088,0.158,-0,0,0,0,0,-0.002,0.006,62.4,30.582,84.552,0.008,1.663,14.823,1010.058,340.282,0.023,0.026
1.012,27.906,51.055,39.936,51.189,40.053,1.219,0,1.219,0.006,3.706,3.051,28.61,-80.6,9.792,0.868,0,-22.033,-0.001,492.704,55.705,0.01,0,346.086,235.472,1.773,0.151,1599236.661,26.72,2.181,0.442,0.443,0.186,0.133,0.123,0.139,0.247,0,0,0,0,0,-0.001,0.007,62.4,30.582,84.889,0.007,1.644,14.819,1009.977,340.279,0.014,0.027
1.021,28.353,51.403,39.925,51.538,40.011,1.252,0,1.252,0.006,3.731,2.632,28.61,-80.6,9.792,1.016,-0,-17.625,0.013,492.516,55.517,0.01,0,345.837,235.393,1.77,0.152,1610021.039,26.721,2.213,0.442,0.444,0.186,0.133,0.123,0.163,0.289,0,0,0,0,0,-0.001,0.007,62.4,30.582,85.062,0.007,1.63,14.816,1009.925,340.277,0.009,0.027
1.028,28.733,51.697,39.907,51.833,39.977,1.279,0,1.279,0.006,3.749,2.362,28.61,-80.6,9.792,1.105,0,-13.415,0.005,492.358,55.358,0.01,0,345.69,235.326,1.769,0.153,1619097.075,26.721,2.24,0.442,0.444,0.186,0.133,0.123,0.177,0.314,-0,0,0,0,0,-0,0.007,62.4,30.582,85.177,0.006,1.619,14.813,1009.88,340.276,0.007,0.027
1.035,29.08,51.965,39.886,52.101,39.946,1.304,0,1.304,0.006,3.764,2.187,28.61,-80.6,9.792,1.156,0,-9.289,0.002,492.213,55.214,0.009,0,345.606,235.266,1.768,0.154,1627361.554,26.722,2.264,0.442,0.444,0.186,0.133,0.123,0.186,0.329,0,0,0,0,0,-0,0.007,62.4,30.582,85.253,0.006,1.609,14.811,1009.839,340.274,0.007,0.028
1.041,29.411,52.218,39.862,52.354,39.916,1.328,0,1.328,0.006,3.778,2.088,28.61,-80.6,9.792,1.177,0,-5.214,0.007,492.076,55.077,0.009,0,345.573,235.208,1.769,0.154,1635171.096,26.722,2.287,0.442,0.444,0.186,0.133,0.123,0.189,0.335,-0,0,0,0,0,-0,0.007,62.4,30.582,85.299,0.006,1.599,14.809,1009.801,340.273,0.006,0.028
1.047,29.733,52.463,39.834,52.599,39.887,1.351,0,1.351,0.006,3.791,2.057,28.61,-80.6,9.792,1.173,0,-1.198,0.011,491.944,54.944,0.009,0,345.583,235.153,1.77,0.155,1642732.128,26.723,2.308,0.442,0.444,0.186,0.133,0.123,0.189,0.334,0,0,0,0,0,-0,0.007,62.4,30.582,85.318,0.005,1.589,14.807,1009.763,340.272,0.006,0.028
1.054,30.054,52.706,39.804,52.843,39.858,1.375,0,1.375,0.006,3.803,2.075,28.61,-80.6,9.792,1.153,0,2.788,0.001,491.812,54.812,0.009,0,345.621,235.097,1.771,0.156,1650270.861,26.723,2.329,0.443,0.444,0.186,0.133,0.123,0.186,0.329,0,0,0,0,0,0,0.007,62.4,30.582,85.313,0.005,1.587,14.805,1009.725,340.271,0.006,0.028
1.06,30.379,52.951,39.77,53.088,39.828,1.398,0,1.398,0.006,3.816,2.146,28.61,-80.6,9.792,1.115,0,6.754,-0,491.679,54.68,0.009,0,345.689,235.041,1.773,0.156,1657869.313,26.724,2.351,0.443,0.444,0.186,0.134,0.123,0.179,0.317,-0,0,0,0,0,0,0.007,62.4,30.582,85.284,0.005,1.591,14.803,1009.687,340.269,0.006,0.029
1.066,30.713,53.201,39.731,53.339,39.796,1.422,0,1.422,0.006,3.83,2.284,28.61,-80.6,9.792,1.052,0,10.653,0.002,491.543,54.544,0.009,0,345.8,234.984,1.776,0.157,1665635.909,26.724,2.372,0.443,0.444,0.186,0.134,0.123,0.169,0.3,0,0,0,0,0,0,0.007,62.4,30.582,85.229,0.005,1.595,14.8,1009.648,340.268,0.006,0.029
1.073,31.066,53.464,39.685,53.602,39.764,1.448,0,1.448,0.006,3.846,2.497,28.61,-80.6,9.792,0.961,0,14.504,-0.002,491.401,54.401,0.009,0,345.959,234.924,1.779,0.158,1673793.032,26.725,2.395,0.443,0.444,0.186,0.134,0.123,0.154,0.274,0,0,0,0,0,0,0.007,62.4,30.582,85.146,0.005,1.599,14.798,1009.606,340.267,0.007,0.029
1.08,31.451,53.748,39.63,53.887,39.728,1.475,0,1.475,0.006,3.865,2.8,28.61,-80.6,9.792,0.838,0,18.284,0.007,491.246,54.247,0.009,0,346.175,234.859,1.784,0.159,1682638.534,26.725,2.419,0.443,0.444,0.186,0.134,0.123,0.134,0.238,-0,0,0,0,0,0.001,0.007,62.4,30.582,85.028,0.004,1.604,14.796,1009.561,340.265,0.007,0.029
1.088,31.889,54.07,39.559,54.21,39.69,1.507,0,1.507,0.006,3.889,3.222,28.61,-80.6,9.792,0.671,0,21.902,0.008,491.071,54.071,0.009,0,346.469,234.785,1.79,0.16,1692653.203,26.726,2.446,0.443,0.443,0.186,0.134,0.123,0.107,0.19,-0,0,0,0,0,0.001,0.007,62.4,30.582,84.864,0.004,1.609,14.793,1009.51,340.263,0.008,0.03
1.098,32.434,54.467,39.459,54.608,39.645,1.546,0,1.546,0.006,3.925,3.835,28.61,-80.6,9.792,0.435,0,25.22,0.005,490.854,53.855,0.009,0,346.885,234.694,1.798,0.161,1705009.951,26.727,2.481,0.443,0.443,0.186,0.134,0.123,0.069,0.123,0,0,0,0,0,0.001,0.007,62.4,30.582,84.626,0.004,1.615,14.789,1009.446,340.261,0.01,0.03
1.113,33.259,55.06,39.291,55.205,39.585,1.606,0,1.606,0.006,3.99,4.821,28.61,-80.6,9.792,0.072,-0,27.462,0.022,490.529,53.53,0.009,0,347.533,234.557,1.811,0.163,1723583.529,26.728,2.535,0.443,0.443,0.186,0.134,0.123,0.011,0.02,-0,0,0,0,0,0.001,0.007,62.4,30.582,84.224,0.005,1.646,14.784,1009.349,340.258,0.015,0.03
1.136,34.514,55.945,39.01,56.096,39.511,1.697,0,1.697,0.006,4.116,6.268,28.61,-80.6,9.792,0.432,0,-24.533,-0.03,490.042,53.043,0.009,0,346.911,234.351,1.804,0.165,1751386.357,26.729,2.62,0.443,0.444,0.186,0.134,0.124,0.069,0.125,-0,0,0,0,0,-0.001,0.007,62.4,30.582,83.622,0.005,1.696,14.776,1009.202,340.253,0.023,0.03
1.149,35.286,56.48,38.838,56.636,39.471,1.754,0,1.754,0.006,4.208,7.037,28.61,-80.6,9.792,0.682,-0,-19.491,0.013,489.746,52.746,0.009,0,346.483,234.225,1.799,0.167,1768242.039,26.731,2.674,0.443,0.444,0.186,0.134,0.124,0.109,0.197,0,0,0,0,0,-0.001,0.007,62.4,30.582,83.317,0.005,1.726,14.771,1009.112,340.25,0.014,0.031
1.158,35.785,56.822,38.737,56.982,39.444,1.792,0,1.792,0.007,4.272,7.437,28.61,-80.6,9.792,0.811,0,-15.064,0.001,489.556,52.556,0.009,0,346.266,234.145,1.797,0.168,1778965.317,26.731,2.709,0.444,0.444,0.186,0.134,0.124,0.13,0.234,0,0,0,0,0,-0,0.007,62.4,30.582,83.164,0.006,1.724,14.767,1009.053,340.248,0.009,0.031
1.166,36.205,57.107,38.663,57.271,39.418,1.823,0,1.823,0.007,4.328,7.678,28.61,-80.6,9.792,0.884,0,-10.836,-0.002,489.397,52.398,0.009,0,346.144,234.077,1.796,0.169,1787909.238,26.732,2.738,0.444,0.445,0.186,0.134,0.124,0.142,0.255,0,0,0,0,0,-0,0.007,62.4,30.582,83.069,0.006,1.721,14.765,1009.004,340.246,0.007,0.031
1.172,36.589,57.366,38.606,57.533,39.389,1.853,0,1.853,0.007,4.38,7.817,28.61,-80.6,9.792,0.922,0,-6.709,0.007,489.253,52.253,0.009,0,346.084,234.016,1.796,0.17,1796032.735,26.733,2.764,0.444,0.445,0.186,0.134,0.124,0.148,0.266,-0,0,0,0,0,-0,0.007,62.4,30.582,83.01,0.006,1.719,14.762,1008.959,340.245,0.007,0.031
1.179,36.954,57.611,38.563,57.781,39.358,1.881,0,1.881,0.007,4.43,7.873,28.61,-80.6,9.792,0.93,0,-2.651,-0.002,489.115,52.116,0.009,0,346.073,233.958,1.797,0.17,1803740.533,26.733,2.788,0.444,0.445,0.186,0.134,0.124,0.149,0.268,0,0,0,0,0,-0,0.007,62.4,30.582,82.98,0.006,1.716,14.76,1008.916,340.243,0.006,0.032
1.185,37.315,57.852,38.531,58.025,39.323,1.908,0,1.908,0.007,4.479,7.854,28.61,-80.6,9.792,0.914,0,1.332,0.002,488.981,51.981,0.009,0,346.105,233.901,1.798,0.171,1811288.631,26.734,2.812,0.444,0.445,0.186,0.134,0.124,0.147,0.264,0,0,0,0,0,0,0.007,62.4,30.582,82.976,0.006,1.714,14.757,1008.874,340.242,0.006,0.032
1.191,37.679,58.094,38.509,58.27,39.284,1.937,0,1.937,0.007,4.528,7.762,28.61,-80.6,9.792,0.873,0,5.268,0.004,488.845,51.846,0.009,0,346.179,233.843,1.8,0.172,1818884.094,26.734,2.835,0.444,0.445,0.186,0.134,0.124,0.14,0.252,0,0,0,0,0,0,0.007,62.4,30.582,82.997,0.006,1.711,14.755,1008.831,340.24,0.006,0.032
1.198,38.058,58.345,38.497,58.524,39.238,1.966,0,1.966,0.007,4.578,7.592,28.61,-80.6,9.792,0.806,0,9.142,0.003,488.705,51.706,0.009,0,346.298,233.783,1.803,0.172,1826754.957,26.735,2.859,0.444,0.445,0.186,0.134,0.124,0.129,0.232,0,0,0,0,0,0,0.007,62.4,30.582,83.044,0.006,1.709,14.753,1008.786,340.239,0.007,0.032
1.205,38.468,58.615,38.494,58.797,39.186,1.999,0,1.999,0.007,4.63,7.332,28.61,-80.6,9.792,0.709,0,12.926,-0.001,488.554,51.554,0.009,0,346.47,233.719,1.807,0.173,1835217.821,26.735,2.885,0.444,0.445,0.186,0.134,0.124,0.113,0.204,0,0,0,0,0,0,0.008,62.4,30.582,83.122,0.006,1.706,14.75,1008.738,340.237,0.007,0.033
1.213,38.933,58.919,38.5,59.105,39.123,2.035,0,2.035,0.007,4.687,6.953,28.61,-80.6,9.792,0.573,0,16.589,0.008,488.383,51.384,0.009,0,346.71,233.646,1.812,0.174,1844741.646,26.736,2.914,0.444,0.445,0.186,0.134,0.124,0.091,0.165,0,0,0,0,0,0,0.008,62.4,30.582,83.239,0.007,1.701,14.747,1008.684,340.236,0.008,0.033
1.222,39.503,59.291,38.517,59.481,39.044,2.081,0,2.081,0.007,4.751,6.391,28.61,-80.6,9.792,0.378,-0,19.932,0.007,488.175,51.176,0.009,0,347.057,233.557,1.819,0.175,1856369.213,26.736,2.95,0.444,0.444,0.186,0.134,0.124,0.06,0.109,-0,0,0,0,0,0.001,0.008,62.4,30.582,83.417,0.007,1.696,14.743,1008.617,340.233,0.01,0.033
1.237,40.366,59.849,38.547,60.044,38.928,2.15,0,2.15,0.007,4.837,5.431,28.61,-80.6,9.792,0.055,-0,22.196,0.057,487.863,50.863,0.009,0,347.636,233.424,1.83,0.177,1873781.963,26.737,3.006,0.444,0.444,0.186,0.135,0.124,0.009,0.015,0,0,0,0,0,0.001,0.008,62.4,30.582,83.726,0.007,1.688,14.738,1008.516,340.23,0.014,0.033
1.258,41.676,60.687,38.561,60.887,38.772,2.257,0,2.257,0.007,4.939,4.04,28.61,-80.6,9.792,0.389,0,-18.993,0.009,487.394,50.395,0.009,0,347.06,233.224,1.824,0.179,1899802.67,26.739,3.093,0.445,0.445,0.186,0.135,0.124,0.062,0.113,-0,0,0,0,0,-0.001,0.008,62.4,30.582,84.189,0.005,1.67,14.729,1008.362,340.225,0.022,0.033
1.271,42.449,61.176,38.547,61.379,38.693,2.32,0,2.32,0.007,4.985,3.356,28.61,-80.6,9.792,0.593,0,-14.104,-0.008,487.121,50.121,0.009,0,346.712,233.107,1.821,0.181,1914927.124,26.74,3.145,0.445,0.445,0.186,0.135,0.124,0.095,0.173,0,0,0,0,0,-0,0.008,62.4,30.582,84.401,0.004,1.654,14.724,1008.271,340.222,0.013,0.034
1.28,42.968,61.502,38.523,61.706,38.643,2.362,0,2.362,0.007,5.012,3.047,28.61,-80.6,9.792,0.678,0,-9.757,0.008,486.938,49.939,0.009,0,346.569,233.028,1.82,0.182,1924996.495,26.741,3.18,0.445,0.445,0.186,0.135,0.124,0.108,0.197,-0,0,0,0,0,-0,0.008,62.4,30.582,84.503,0.003,1.643,14.721,1008.211,340.22,0.008,0.034
1.287,43.421,61.785,38.492,61.99,38.6,2.399,0,2.399,0.007,5.034,2.885,28.61,-80.6,9.792,0.718,0,-5.613,-0.002,486.78,49.781,0.009,0,346.504,232.961,1.82,0.183,1933723.724,26.742,3.21,0.445,0.446,0.186,0.135,0.124,0.115,0.209,0,0,0,0,0,-0,0.008,62.4,30.582,84.559,0.002,1.634,14.718,1008.157,340.218,0.007,0.034
1.294,43.847,62.05,38.455,62.255,38.559,2.434,0,2.434,0.007,5.053,2.825,28.61,-80.6,9.792,0.726,0,-1.546,0.002,486.632,49.632,0.009,0,346.494,232.897,1.82,0.183,1941890.015,26.742,3.238,0.445,0.446,0.186,0.135,0.124,0.116,0.212,0,0,0,0,0,-0,0.008,62.4,30.582,84.584,0.002,1.625,14.715,1008.107,340.216,0.007,0.035
